V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,target
4.607,3.1116,0.0,0.0,0.0,0.0,2.0,46.7,0.0,2.0,0.0,0.0,3.151,1.187,9.631,4.0,1.02,1.111,0.0,0.0,0.0,1.253,1.0,0.0,0.0,0.0,2.194,-0.026,0.0,10.036,1.544,0.0,1.0,0.0,1.0,3.662,2.926,0.0,8.143,0.0,0.0,2
4.863,3.3599,0.0,0.0,0.0,0.0,3.0,42.1,0.0,3.0,0.0,0.0,3.335,1.273,9.967,6.0,1.027,1.12,0.0,0.0,0.0,1.216,1.0,0.0,0.0,0.0,2.283,-0.008,0.0,10.249,1.568,0.0,2.0,0.0,1.0,3.743,2.864,0.0,8.33,0.0,0.0,2
4.923,3.2457,0.0,0.0,0.0,0.0,2.0,44.4,1.0,2.0,0.0,-0.863,3.239,1.185,9.911,4.0,1.011,1.116,0.0,0.0,0.0,1.248,1.0,0.0,0.0,0.0,2.267,0.014,0.0,10.422,1.563,0.0,0.0,0.0,1.0,3.73,2.8,0.0,8.28,0.0,0.0,2
5.068,3.3983,0.0,0.0,0.0,0.0,2.0,41.7,0.0,4.0,0.0,-1.1,3.571,1.59,10.257,10.0,1.03,1.121,0.0,0.0,0.0,1.202,1.0,0.0,0.0,0.0,2.343,0.001,0.0,22.449,2.147,0.0,0.0,0.0,0.0,3.793,2.833,0.0,8.593,2.0,0.0,2
5.074,3.092,0.0,0.0,0.0,0.0,2.0,38.1,4.0,4.0,0.0,-0.98,3.869,2.066,10.59,14.0,1.001,1.129,0.0,0.0,0.0,1.215,1.0,0.0,0.0,0.0,2.354,0.0,0.0,23.965,3.873,0.0,0.0,0.0,0.0,3.795,2.467,0.0,8.789,2.0,0.0,2
4.914,3.2253,0.0,0.0,0.0,0.0,2.0,41.7,0.0,4.0,0.0,-0.952,3.571,1.59,10.236,10.0,1.03,1.121,0.0,0.0,0.0,1.202,1.0,0.0,0.0,0.0,2.307,0.001,0.0,22.204,2.465,0.0,0.0,0.0,0.0,3.764,2.833,0.0,8.591,2.0,0.0,2
5.047,2.7377,0.0,0.0,0.0,0.0,3.0,50.0,0.0,5.0,0.0,-2.685,3.634,1.06,10.531,12.0,1.078,1.104,0.0,0.0,0.0,1.211,3.0,0.0,0.0,0.0,2.454,-0.001,0.0,32.533,1.75,0.0,0.0,0.0,1.0,3.906,3.321,0.0,8.796,2.0,0.0,2
4.793,2.1244,0.0,0.0,0.0,0.0,2.0,50.0,0.0,2.0,0.0,-0.288,3.699,0.5,10.239,7.0,0.998,1.104,0.0,0.0,0.0,1.28,2.0,0.0,0.0,0.0,2.247,0.0,0.0,11.596,3.928,0.0,0.0,0.0,0.0,3.681,2.313,0.0,8.7,1.0,0.0,2
4.77,3.1445,0.0,0.0,0.0,0.0,2.0,43.8,0.0,3.0,0.0,-0.986,3.261,1.185,9.882,6.0,1.04,1.117,0.0,0.0,0.0,1.207,1.0,0.0,0.0,0.0,2.236,0.015,0.0,10.231,1.74,0.0,1.0,0.0,2.0,3.712,3.2,0.0,8.3,0.0,0.0,2
5.313,3.4571,1.0,0.0,0.0,0.0,2.0,35.3,0.0,4.0,0.0,0.0,3.509,1.16,10.388,8.0,1.061,1.118,0.0,0.0,0.0,1.219,1.0,0.0,0.0,0.0,2.311,-0.008,0.0,20.836,1.833,0.0,2.0,0.0,2.0,4.735,3.477,0.0,9.513,0.0,0.0,2
4.77,2.5385,0.0,0.0,0.0,0.0,0.0,38.5,3.0,0.0,0.0,3.12,3.131,1.185,9.882,0.0,0.964,1.128,0.0,0.0,0.0,1.274,1.0,0.0,0.0,0.0,2.236,0.012,0.0,0.0,1.74,0.0,0.0,0.0,0.0,3.521,1.767,0.0,7.934,0.0,0.0,2
4.414,2.18,0.0,0.0,0.0,0.0,0.0,31.6,0.0,1.0,0.0,0.0,2.755,0.802,9.183,2.0,0.98,1.142,0.0,0.0,0.0,1.149,1.0,0.0,0.0,0.0,2.101,-0.066,0.0,0.0,0.975,0.0,0.0,0.0,1.0,3.159,2.119,0.0,7.119,0.0,0.0,2
4.821,2.5866,0.0,0.0,0.0,0.0,0.0,33.3,2.0,2.0,0.0,-0.135,3.232,1.455,9.928,4.0,0.99,1.139,0.0,0.0,0.0,1.189,1.0,0.0,0.0,0.0,2.249,-0.007,0.0,10.635,2.209,1.0,0.0,0.0,0.0,3.434,2.258,0.0,7.93,0.0,0.0,2
5.331,2.1747,1.0,0.0,0.0,0.0,3.0,47.4,0.0,4.0,0.0,0.0,4.133,0.393,10.867,15.0,1.009,1.102,0.0,0.0,0.0,1.3,3.0,0.0,0.0,0.0,2.37,0.0,0.0,13.055,2.694,0.0,3.0,0.0,0.0,4.44,2.318,0.0,9.576,0.0,0.0,2
4.607,3.0422,0.0,0.0,0.0,0.0,2.0,47.1,1.0,1.0,0.0,0.0,3.127,1.187,9.631,2.0,0.992,1.11,0.0,0.0,0.0,1.299,1.0,0.0,0.0,0.0,2.194,-0.025,0.0,10.118,1.544,0.0,0.0,0.0,0.0,3.651,2.481,0.0,8.116,0.0,0.0,2
5.814,2.4937,0.0,0.0,0.0,2.0,0.0,37.0,3.0,1.0,0.0,0.513,3.256,0.845,10.926,4.0,0.978,1.131,0.0,0.0,0.0,1.254,3.0,0.0,0.0,0.0,2.62,0.003,0.0,11.573,0.811,1.0,0.0,0.0,0.0,3.756,2.091,0.0,8.196,0.0,0.0,2
5.637,2.2966,0.0,0.0,0.0,1.0,0.0,38.5,3.0,0.0,0.0,1.646,3.144,0.853,10.63,0.0,0.964,1.128,0.0,0.0,0.0,1.267,3.0,0.0,0.0,0.0,2.554,-0.006,0.0,0.0,0.986,2.0,0.0,0.0,0.0,3.676,1.658,0.0,8.065,0.0,0.0,2
5.814,2.4328,0.0,0.0,0.0,2.0,0.0,34.5,3.0,1.0,0.0,0.0,3.227,0.845,10.926,4.0,0.975,1.136,0.0,0.0,0.0,1.223,3.0,0.0,0.0,0.0,2.62,0.003,0.0,0.0,0.811,1.0,0.0,0.0,1.0,3.693,1.97,0.0,8.05,0.0,0.0,2
4.732,2.9426,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,0.0,0.417,2.767,0.959,9.464,1.0,1.042,1.125,0.0,0.0,0.0,1.208,1.0,0.0,0.0,0.0,2.236,0.145,0.0,9.827,1.138,0.0,0.0,0.0,0.0,3.603,3.056,0.0,7.829,0.0,0.0,2
4.923,2.7291,0.0,0.0,0.0,0.0,2.0,50.0,0.0,2.0,0.0,-0.199,3.266,0.664,10.037,5.0,1.019,1.104,0.0,0.0,0.0,1.266,3.0,0.0,0.0,0.0,2.376,-0.008,0.0,10.843,1.057,0.0,0.0,0.0,0.0,3.783,2.5,0.0,8.33,1.0,0.0,2
4.414,3.2274,0.0,0.0,0.0,0.0,0.0,45.5,0.0,2.0,0.0,0.0,2.935,1.203,9.209,1.0,1.038,1.114,0.0,0.0,0.0,1.296,1.0,0.0,0.0,0.0,2.152,-0.085,0.0,9.774,1.496,0.0,0.0,0.0,0.0,3.67,2.881,0.0,8.002,0.0,0.0,2
4.414,2.3717,0.0,0.0,0.0,0.0,0.0,29.4,1.0,2.0,0.0,0.0,2.789,1.203,9.209,1.0,1.004,1.147,0.0,0.0,0.0,1.141,1.0,0.0,0.0,0.0,2.152,-0.074,0.0,0.0,1.496,0.0,0.0,0.0,1.0,3.238,2.405,0.0,7.243,0.0,0.0,2
4.982,2.8025,0.0,0.0,2.0,0.0,2.0,50.0,0.0,2.0,2.0,-0.601,3.38,0.762,10.226,6.0,1.033,1.109,0.0,0.0,0.0,1.261,3.0,0.0,0.0,0.0,2.424,0.004,0.0,21.888,1.027,0.0,0.0,2.0,1.0,3.853,2.833,1.0,8.508,0.0,0.0,2
4.651,2.7156,0.0,0.0,0.0,0.0,0.0,31.3,0.0,1.0,0.0,0.292,2.826,0.917,9.502,3.0,0.998,1.148,0.0,0.0,0.0,1.19,1.0,0.0,0.0,0.0,2.214,-0.074,0.0,10.5,0.918,0.0,0.0,2.0,0.0,3.482,2.452,1.0,7.624,0.0,0.0,2
4.802,3.0226,0.0,0.0,1.0,0.0,2.0,50.0,0.0,0.0,2.0,0.0,3.174,0.0,9.805,0.0,0.985,1.109,0.0,0.0,0.0,1.359,3.0,0.0,0.0,1.0,2.323,0.013,0.0,0.0,0.95,0.0,0.0,3.0,1.0,3.868,1.981,1.0,8.357,0.0,0.0,2
5.164,3.2947,1.0,0.0,0.0,0.0,0.0,23.1,0.0,3.0,0.0,0.0,3.108,0.917,9.968,4.0,1.055,1.138,0.0,0.0,0.0,1.188,1.0,0.0,0.0,0.0,2.256,-0.081,0.0,20.417,0.939,0.0,0.0,0.0,0.0,4.681,3.274,0.0,9.289,0.0,0.0,2
4.826,2.731,0.0,0.0,6.0,0.0,0.0,25.0,3.0,3.0,9.0,0.0,3.525,1.654,10.121,0.0,1.007,1.163,0.0,0.0,0.0,1.12,1.0,0.0,0.0,0.0,2.303,-0.001,0.0,0.0,1.916,0.0,0.0,3.0,3.0,3.396,2.5,3.0,8.023,0.0,0.0,2
4.829,2.9046,1.0,0.0,1.0,0.0,2.0,39.3,2.0,3.0,2.0,-0.664,3.786,1.875,10.281,6.0,1.025,1.127,0.0,0.0,0.0,1.227,1.0,0.0,0.0,0.0,2.284,0.0,0.0,22.271,3.31,0.0,1.0,3.0,1.0,3.74,2.736,1.0,8.888,1.0,1.0,2
5.439,2.3629,2.0,0.0,2.0,0.0,0.0,23.5,0.0,11.0,7.0,-0.945,4.381,1.871,11.509,12.0,1.055,1.155,0.0,0.0,0.0,1.154,2.0,0.0,0.0,0.0,2.466,0.0,0.0,35.388,5.533,0.0,0.0,4.0,5.0,4.61,3.182,4.0,9.993,0.0,0.0,2
4.739,2.6454,0.0,0.0,2.0,0.0,1.0,39.1,0.0,2.0,1.0,-0.959,3.394,1.695,9.972,2.0,1.008,1.13,0.0,0.0,0.0,1.218,1.0,0.0,0.0,0.0,2.212,0.004,0.0,10.379,2.815,0.0,0.0,2.0,3.0,3.585,2.764,1.0,8.319,0.0,0.0,2
4.659,3.7176,2.0,0.0,0.0,0.0,0.0,23.1,0.0,4.0,0.0,-2.138,3.714,2.128,10.094,4.0,1.042,1.144,0.0,0.0,0.0,1.174,0.0,0.0,0.0,0.0,2.125,-0.002,0.0,20.538,4.56,0.0,0.0,4.0,6.0,4.061,3.333,2.0,8.992,0.0,0.0,2
3.975,2.8897,0.0,0.0,0.0,0.0,0.0,32.3,2.0,0.0,0.0,0.0,3.699,3.322,9.707,0.0,0.961,1.141,0.0,0.0,0.0,1.209,0.0,0.0,0.0,0.0,1.978,0.0,0.0,0.0,8.122,0.0,0.0,0.0,0.0,2.994,1.55,0.0,7.896,0.0,0.0,2
4.17,2.607,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,2.0,0.0,2.373,0.971,8.597,0.0,0.97,1.161,0.0,0.0,0.0,1.133,0.0,0.0,0.0,0.0,1.848,0.322,0.0,0.0,1.542,0.0,0.0,1.0,2.0,2.983,2.167,1.0,6.635,0.0,0.0,2
3.0,1.8227,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.883,0.918,6.594,0.0,0.975,1.174,0.0,0.0,0.0,1.126,0.0,0.0,0.0,0.0,1.414,0.764,0.0,0.0,1.333,0.0,0.0,0.0,1.0,2.642,2.167,1.0,5.834,0.0,0.0,2
3.618,2.3911,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,2.359,1.522,7.853,0.0,0.97,1.161,0.0,0.0,0.0,1.129,0.0,0.0,0.0,0.0,1.732,0.33,0.0,0.0,2.094,0.0,0.0,2.0,1.0,2.848,1.9,1.0,6.432,0.0,0.0,2
3.0,1.8205,0.0,0.0,0.0,0.0,0.0,22.2,2.0,1.0,0.0,0.0,1.926,0.918,6.594,0.0,0.998,1.162,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.414,0.826,0.0,0.0,1.333,0.0,0.0,0.0,1.0,2.651,3.167,0.0,5.86,0.0,0.0,2
4.0,2.5101,0.0,0.0,0.0,0.0,0.0,25.0,2.0,1.0,0.0,0.0,2.199,0.811,8.318,0.0,0.988,1.156,0.0,0.0,0.0,1.118,0.0,0.0,0.0,0.0,1.732,-0.552,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.97,2.833,0.0,6.539,0.0,0.0,2
4.444,3.1402,0.0,0.0,0.0,0.0,0.0,29.6,3.0,1.0,0.0,0.0,2.946,1.891,9.202,2.0,0.973,1.146,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,2.042,0.038,0.0,0.0,2.602,0.0,0.0,0.0,1.0,3.096,2.093,0.0,7.197,0.0,0.0,2
3.879,2.6274,0.0,0.0,0.0,0.0,0.0,29.6,2.0,1.0,0.0,0.0,2.938,2.281,8.743,1.0,0.973,1.146,0.0,0.0,0.0,1.161,0.0,0.0,0.0,0.0,1.902,0.039,0.0,0.0,3.685,0.0,0.0,0.0,1.0,2.936,2.056,0.0,7.087,0.0,0.0,2
3.95,2.7989,0.0,0.0,0.0,0.0,0.0,31.0,2.0,1.0,0.0,0.0,3.364,2.807,9.296,1.0,0.969,1.143,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,1.956,-0.002,0.0,0.0,5.698,0.0,0.0,0.0,1.0,2.976,1.857,0.0,7.552,0.0,0.0,2
5.391,3.7046,1.0,0.0,0.0,0.0,0.0,26.7,8.0,4.0,0.0,0.0,3.838,1.735,10.648,12.0,0.979,1.139,0.0,0.0,0.0,1.532,0.0,0.0,0.0,0.0,2.358,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,5.127,2.108,0.0,9.921,0.0,0.0,2
3.732,2.477,0.0,0.0,0.0,0.0,0.0,25.0,2.0,2.0,0.0,0.0,2.597,1.585,8.16,2.0,1.005,1.156,0.0,0.0,0.0,1.069,0.0,0.0,0.0,0.0,1.802,-0.229,0.0,0.0,2.488,0.0,0.0,0.0,2.0,2.897,3.0,0.0,6.732,0.0,0.0,2
3.973,3.0163,0.0,0.0,0.0,0.0,0.0,32.7,2.0,1.0,0.0,0.0,3.68,3.301,9.649,1.0,0.968,1.14,0.0,0.0,0.0,1.202,0.0,0.0,0.0,0.0,1.975,0.0,0.0,0.0,7.718,0.0,0.0,0.0,1.0,3.129,1.816,0.0,7.984,0.0,0.0,2
3.414,2.4719,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,0.0,2.263,1.0,7.408,1.0,0.998,1.146,0.0,0.0,0.0,1.141,0.0,0.0,0.0,0.0,1.618,-0.611,0.0,0.0,1.707,0.0,0.0,0.0,1.0,2.974,3.125,0.0,6.631,0.0,0.0,2
3.414,2.1848,0.0,0.0,0.0,0.0,0.0,18.2,2.0,1.0,0.0,0.0,2.211,1.0,7.408,0.0,1.007,1.178,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,1.618,-0.603,0.0,0.0,1.707,0.0,0.0,1.0,3.0,2.79,3.25,1.0,6.251,0.0,0.0,2
4.334,3.1387,0.0,0.0,0.0,0.0,0.0,26.3,2.0,2.0,0.0,0.0,2.746,1.557,8.944,2.0,0.998,1.153,0.0,0.0,0.0,1.099,0.0,0.0,0.0,0.0,1.97,0.135,0.0,0.0,2.195,0.0,0.0,0.0,1.0,3.114,2.548,0.0,7.098,0.0,0.0,2
3.0,2.311,0.0,0.0,0.0,0.0,0.0,28.6,1.0,1.0,0.0,0.0,2.03,0.918,6.594,0.0,1.014,1.149,0.0,0.0,0.0,1.177,0.0,0.0,0.0,0.0,1.414,0.903,0.0,8.806,1.333,0.0,0.0,0.0,0.0,2.991,3.667,0.0,6.578,0.0,0.0,2
4.17,2.8963,0.0,0.0,0.0,0.0,0.0,30.8,2.0,1.0,0.0,0.0,2.466,0.971,8.597,2.0,0.989,1.144,0.0,0.0,0.0,1.196,0.0,0.0,0.0,0.0,1.848,0.363,0.0,9.505,1.542,0.0,0.0,0.0,0.0,3.18,2.867,0.0,7.056,0.0,0.0,2
4.414,3.1682,0.0,0.0,0.0,0.0,0.0,31.6,3.0,1.0,0.0,0.287,2.768,1.379,9.222,1.0,0.98,1.142,0.0,0.0,0.0,1.224,0.0,0.0,0.0,0.0,2.0,0.126,0.0,10.254,2.133,0.0,0.0,0.0,0.0,3.325,2.5,0.0,7.473,0.0,0.0,2
4.414,3.4137,0.0,0.0,0.0,0.0,0.0,33.3,2.0,2.0,0.0,-0.125,2.847,1.379,9.222,2.0,1.013,1.139,0.0,0.0,0.0,1.209,0.0,0.0,0.0,0.0,2.0,0.144,0.0,20.067,2.133,0.0,0.0,0.0,0.0,3.426,3.262,0.0,7.758,0.0,0.0,2
4.236,3.1869,0.0,0.0,0.0,0.0,0.0,34.6,1.0,2.0,0.0,-0.671,3.78,3.284,9.867,2.0,0.977,1.136,0.0,0.0,0.0,1.212,0.0,0.0,0.0,0.0,1.993,0.0,0.0,10.319,8.066,0.0,0.0,0.0,1.0,3.33,2.133,0.0,8.337,0.0,0.0,2
4.523,4.0241,0.0,0.0,0.0,0.0,0.0,31.6,2.0,3.0,0.0,-0.913,3.082,1.837,9.454,6.0,1.021,1.142,0.0,0.0,0.0,1.121,0.0,0.0,0.0,0.0,2.074,0.048,0.0,20.676,2.57,0.0,0.0,0.0,0.0,3.494,3.093,0.0,7.912,0.0,0.0,2
4.475,3.5408,0.0,0.0,0.0,0.0,0.0,32.4,2.0,4.0,0.0,-0.855,4.103,3.664,10.32,6.0,0.982,1.14,0.0,0.0,0.0,1.181,0.0,0.0,0.0,0.0,2.105,0.0,0.0,23.157,9.847,0.0,0.0,0.0,0.0,3.474,2.083,0.0,8.622,0.0,0.0,2
4.836,5.6969,0.0,0.0,0.0,0.0,0.0,32.5,6.0,6.0,0.0,-0.851,4.293,2.929,10.906,17.0,0.989,1.14,0.0,0.0,0.0,1.178,0.0,0.0,0.0,0.0,2.262,0.0,0.0,37.824,4.685,0.0,0.0,0.0,0.0,3.526,2.268,0.0,8.951,0.0,0.0,2
4.476,3.7418,0.0,0.0,0.0,0.0,0.0,30.0,3.0,2.0,0.0,-0.195,2.917,1.5,9.345,2.0,0.998,1.146,0.0,0.0,0.0,1.153,0.0,0.0,0.0,0.0,2.042,-0.079,0.0,10.191,2.34,0.0,0.0,0.0,0.0,3.389,2.625,0.0,7.628,0.0,0.0,2
4.235,3.3919,0.0,0.0,0.0,0.0,0.0,28.6,2.0,3.0,0.0,-0.255,3.039,1.975,9.118,1.0,1.014,1.149,0.0,0.0,0.0,1.124,0.0,0.0,0.0,0.0,1.962,0.048,0.0,10.129,3.449,0.0,0.0,0.0,0.0,3.35,2.685,0.0,7.677,0.0,0.0,2
4.38,3.3996,0.0,0.0,0.0,0.0,0.0,30.8,1.0,4.0,0.0,-1.068,3.345,2.252,9.625,5.0,1.019,1.144,0.0,0.0,0.0,1.138,0.0,0.0,0.0,0.0,2.044,-0.008,0.0,20.772,4.178,0.0,0.0,0.0,1.0,3.379,3.028,0.0,8.09,0.0,0.0,2
4.412,3.4435,0.0,0.0,0.0,0.0,0.0,33.9,2.0,4.0,0.0,-0.268,4.587,4.437,10.757,8.0,0.974,1.137,0.0,0.0,0.0,1.208,0.0,0.0,0.0,0.0,2.086,0.0,0.0,23.892,17.114,0.0,0.0,0.0,0.0,3.395,1.899,0.0,9.075,0.0,0.0,2
4.243,3.0402,0.0,0.0,0.0,0.0,0.0,31.3,0.0,4.0,0.0,-1.48,3.477,2.522,9.716,4.0,1.008,1.143,0.0,0.0,0.0,1.139,0.0,0.0,0.0,0.0,2.0,-0.002,0.0,20.288,5.475,0.0,0.0,0.0,2.0,3.337,2.952,0.0,8.169,0.0,0.0,2
4.237,3.0152,0.0,0.0,0.0,0.0,0.0,31.8,0.0,4.0,0.0,-1.396,3.699,2.948,9.917,4.0,0.995,1.142,0.0,0.0,0.0,1.158,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.53,7.174,0.0,0.0,0.0,2.0,3.335,2.63,0.0,8.317,0.0,0.0,2
4.412,3.7308,0.0,0.0,0.0,0.0,0.0,30.6,2.0,8.0,0.0,-0.554,4.201,3.774,10.379,8.0,1.002,1.144,0.0,0.0,0.0,1.146,0.0,0.0,0.0,0.0,2.085,0.0,0.0,23.21,10.723,0.0,0.0,0.0,0.0,3.397,2.311,0.0,8.752,0.0,0.0,2
4.544,3.9936,0.0,0.0,0.0,0.0,0.0,30.4,2.0,4.0,0.0,-1.072,3.272,2.187,9.59,6.0,1.027,1.145,0.0,0.0,0.0,1.142,0.0,0.0,0.0,0.0,2.101,0.015,0.0,21.21,3.207,0.0,0.0,0.0,0.0,3.486,2.985,0.0,8.051,0.0,0.0,2
4.399,3.455,1.0,0.0,0.0,0.0,0.0,32.3,2.0,4.0,0.0,-0.228,4.363,4.044,10.513,8.0,0.979,1.138,0.0,0.0,0.0,1.202,0.0,0.0,0.0,0.0,2.08,0.0,0.0,23.602,12.745,0.0,0.0,0.0,0.0,3.645,1.976,0.0,9.017,0.0,0.0,2
4.706,4.2802,0.0,0.0,0.0,0.0,0.0,30.0,2.0,4.0,0.0,-1.853,3.192,1.922,9.565,2.0,1.036,1.146,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,2.127,-0.028,0.0,20.872,2.691,0.0,0.0,0.0,0.0,3.586,3.133,0.0,8.016,0.0,0.0,2
4.67,4.0218,0.0,0.0,0.0,0.0,0.0,33.3,3.0,2.0,0.0,0.218,3.447,2.21,9.961,7.0,0.983,1.139,0.0,0.0,0.0,1.203,0.0,0.0,0.0,0.0,2.147,-0.002,0.0,11.115,3.769,0.0,0.0,0.0,0.0,3.53,2.262,0.0,8.143,0.0,0.0,2
4.644,3.7043,0.0,0.0,0.0,0.0,0.0,33.3,2.0,2.0,0.0,0.185,3.146,1.922,9.536,6.0,0.993,1.139,0.0,0.0,0.0,1.197,0.0,0.0,0.0,0.0,2.089,-0.025,0.0,10.696,3.237,0.0,0.0,0.0,0.0,3.525,2.533,0.0,7.913,0.0,0.0,2
